,street_number,street_name,neighborhood,city,postal_code,lon,lat,HUNDRED_BLOCK,count,address
19940,a,b,c,d,V3T,-122.8397462,49.1915131,NA 138TH ST / 104TH AVE,1,NA 138TH ST / 104TH AVE Surrey
19941,a,b,c,d,V3T,-122.839652,49.1974821,NA 138TH ST / 107A AVE,1,NA 138TH ST / 107A AVE Surrey
19942,a,b,c,d,V3W,-122.839916,49.123208,NA 138TH ST / 66TH AVE,1,NA 138TH ST / 66TH AVE Surrey
19943,a,b,c,d,V3W,-122.8400492,49.1273687,NA 138TH ST / 68TH AVE,1,NA 138TH ST / 68TH AVE Surrey
19944,a,b,c,d,V3V,-122.8400687,49.1747397,NA 138TH ST / 94A AVE,1,NA 138TH ST / 94A AVE Surrey
19945,a,b,c,d,V3T,-122.8398326,49.1807917,NA 138TH ST / FRASER HWY,1,NA 138TH ST / FRASER HWY Surrey
19946,a,b,c,d,V3R,-122.8356794,49.2007433,NA 139A ST / 109TH AVE,1,NA 139A ST / 109TH AVE Surrey
19947,a,b,c,d,V3V,-122.8362683,49.1655197,NA 139A ST / 89A AVE,1,NA 139A ST / 89A AVE Surrey
19948,a,b,c,d,V3R,-122.8369222,49.1988559,NA 139TH ST / 108TH AVE,1,NA 139TH ST / 108TH AVE Surrey
19949,a,b,c,d,V3V,-122.8375404,49.1628488,NA 139TH ST / 88TH AVE,1,NA 139TH ST / 88TH AVE Surrey
19950,a,b,c,d,V3V,-122.8376903,49.1759879,NA 139TH ST / TALLON PL,1,NA 139TH ST / TALLON PL Surrey
19951,a,b,c,d,V3T,-122.8341186,49.1951639,NA 140TH ST / 106TH AVE,1,NA 140TH ST / 106TH AVE Surrey
19952,a,b,c,d,V3R,-122.8343274,49.2024978,NA 140TH ST / 110TH AVE,1,NA 140TH ST / 110TH AVE Surrey
19953,a,b,c,d,V4P,-122.833454,49.059702,NA 140TH ST / 32ND AVE,1,NA 140TH ST / 32ND AVE Surrey
19954,a,b,c,d,V3W,-122.8343971,49.1190496,NA 140TH ST / 64TH AVE,1,NA 140TH ST / 64TH AVE Surrey
19955,a,b,c,d,V3W,-122.8351742,49.1297279,NA 140TH ST / 70TH AVE,1,NA 140TH ST / 70TH AVE Surrey
19956,a,b,c,d,V3W,-122.834443,49.132252,NA 140TH ST / 71A AVE,1,NA 140TH ST / 71A AVE Surrey
19957,a,b,c,d,V3W,-122.834547,49.145452,NA 140TH ST / 78A AVE,1,NA 140TH ST / 78A AVE Surrey
19958,a,b,c,d,V3W,-122.834555,49.146335,NA 140TH ST / 79TH AVE,1,NA 140TH ST / 79TH AVE Surrey
19959,a,b,c,d,V3W,-122.8345958,49.1522596,NA 140TH ST / 82ND AVE,1,NA 140TH ST / 82ND AVE Surrey
19960,a,b,c,d,V3W,-122.8346595,49.1604404,NA 140TH ST / 86A AVE,1,NA 140TH ST / 86A AVE Surrey
19961,a,b,c,d,V3V,-122.8347042,49.1682034,NA 140TH ST / 91ST AVE,1,NA 140TH ST / 91ST AVE Surrey
19962,a,b,c,d,V3V,-122.8345568,49.1747343,NA 140TH ST / 94A AVE,1,NA 140TH ST / 94A AVE Surrey
19963,a,b,c,d,V3W,-122.8345736,49.151041,NA 140TH ST / BEAR CREEK DR,1,NA 140TH ST / BEAR CREEK DR Surrey
19964,a,b,c,d,V3X,-122.8306308,49.1162003,NA 141A ST / 62A AVE,1,NA 141A ST / 62A AVE Surrey
19965,a,b,c,d,V3R,-122.8285522,49.2137244,NA 141A ST / KING RD,1,NA 141A ST / KING RD Surrey
19966,a,b,c,d,V3W,-122.8311477,49.1382914,NA 141A ST / TODD CRES,1,NA 141A ST / TODD CRES Surrey
19967,a,b,c,d,V3V,-122.8297494,49.1637249,NA 141B ST / 88A AVE,1,NA 141B ST / 88A AVE Surrey
19968,a,b,c,d,V3R,-122.8293137,49.2041212,NA 141B ST / PARK DR,1,NA 141B ST / PARK DR Surrey
19969,a,b,c,d,V3T,-122.8314533,49.184209,NA 141ST ST / 100TH AVE,1,NA 141ST ST / 100TH AVE Surrey
19970,a,b,c,d,V3T,-122.831398,49.1952064,NA 141ST ST / 102A AVE,1,NA 141ST ST / 102A AVE Surrey
19971,a,b,c,d,V3T,-122.831312,49.1914481,NA 141ST ST / 104TH AVE,1,NA 141ST ST / 104TH AVE Surrey
19972,a,b,c,d,V3Z,-122.7741525,49.051403,NA 141ST ST / 27A AVE,1,NA 141ST ST / 27A AVE Surrey
19973,a,b,c,d,V3T,-122.8271558,49.1987997,NA 142A ST / 108TH AVE,1,NA 142A ST / 108TH AVE Surrey
19974,a,b,c,d,V3W,-122.8277177,49.1627929,NA 142A ST / 88TH AVE,1,NA 142A ST / 88TH AVE Surrey
19975,a,b,c,d,V3V,-122.8276319,49.1686199,NA 142A ST / 91ST AVE,1,NA 142A ST / 91ST AVE Surrey
19976,a,b,c,d,V4P,-122.8277844,49.0671425,NA 142A ST / CRESCENT RD,1,NA 142A ST / CRESCENT RD Surrey
19977,a,b,c,d,,NA,NA,NA 142A ST / GREENCREST DR,1,NA 142A ST / GREENCREST DR Surrey
19978,a,b,c,d,V3R,-122.8285011,49.1988177,NA 142ND ST / 108TH AVE,1,NA 142ND ST / 108TH AVE Surrey
19979,a,b,c,d,V3R,-122.8280653,49.2098299,NA 142ND ST / 114TH AVE,1,NA 142ND ST / 114TH AVE Surrey
19980,a,b,c,d,V4P,-122.828314,49.067761,NA 142ND ST / 36A AVE,1,NA 142ND ST / 36A AVE Surrey
19981,a,b,c,d,V3X,-122.8288065,49.1161836,NA 142ND ST / 62A AVE,1,NA 142ND ST / 62A AVE Surrey
19982,a,b,c,d,V3X,-122.8288295,49.1154896,NA 142ND ST / 62ND AVE,1,NA 142ND ST / 62ND AVE Surrey
19983,a,b,c,d,V3W,-122.8288047,49.1191654,NA 142ND ST / 64TH AVE,1,NA 142ND ST / 64TH AVE Surrey
19984,a,b,c,d,V3W,-122.8288082,49.1227311,NA 142ND ST / 66TH AVE,1,NA 142ND ST / 66TH AVE Surrey
19985,a,b,c,d,V3W,-122.8288237,49.1350712,NA 142ND ST / 72A AVE,1,NA 142ND ST / 72A AVE Surrey
19986,a,b,c,d,V3W,-122.8252529,49.1523685,NA 143A ST / 82ND AVE,1,NA 143A ST / 82ND AVE Surrey
19987,a,b,c,d,70811,-91.1089118,30.5463552,NA 143A ST / GREENCREST DR,1,NA 143A ST / GREENCREST DR Surrey
19988,a,b,c,d,11419,-73.8344045,40.687576,NA 143RD ST / 101ST AVE,1,NA 143RD ST / 101ST AVE Surrey
19989,a,b,c,d,V3T,-122.8258725,49.1914725,NA 143RD ST / 104TH AVE,1,NA 143RD ST / 104TH AVE Surrey
19990,a,b,c,d,V3T,-122.8257402,49.1987845,NA 143RD ST / 108TH AVE,1,NA 143RD ST / 108TH AVE Surrey
19991,a,b,c,d,V3W,-122.826254,49.155516,NA 143RD ST / 84TH AVE,1,NA 143RD ST / 84TH AVE Surrey
19992,a,b,c,d,V3S,-122.8221756,49.1294919,NA 144A ST / 69B AVE,1,NA 144A ST / 69B AVE Surrey
19993,a,b,c,d,V3S,-122.822249,49.137358,NA 144A ST / 74TH AVE,1,NA 144A ST / 74TH AVE Surrey
19994,a,b,c,d,V3S,-122.8220167,49.141834,NA 144A ST / 75A AVE,1,NA 144A ST / 75A AVE Surrey
19995,a,b,c,d,V3S,-122.8233061,49.1227457,NA 144TH ST / 66TH AVE,1,NA 144TH ST / 66TH AVE Surrey
19996,a,b,c,d,V3S,-122.823329,49.127702,NA 144TH ST / 68B AVE,1,NA 144TH ST / 68B AVE Surrey
19997,a,b,c,d,V3S,-122.823276,49.1262157,NA 144TH ST / 68TH AVE,1,NA 144TH ST / 68TH AVE Surrey
19998,a,b,c,d,V3W,-122.8232615,49.1346675,NA 144TH ST / 72A AVE,1,NA 144TH ST / 72A AVE Surrey
19999,a,b,c,d,V3S,-122.823364,49.137355,NA 144TH ST / 74TH AVE,1,NA 144TH ST / 74TH AVE Surrey
20000,a,b,c,d,V3W,-122.8234628,49.1409727,NA 144TH ST / 76TH AVE,1,NA 144TH ST / 76TH AVE Surrey
20001,a,b,c,d,V3W,-122.8234128,49.1482197,NA 144TH ST / 80TH AVE,1,NA 144TH ST / 80TH AVE Surrey
20002,a,b,c,d,V3W,-122.8233973,49.1530982,NA 144TH ST / 82A AVE,1,NA 144TH ST / 82A AVE Surrey
20003,a,b,c,d,V3V,-122.8234284,49.168678,NA 144TH ST / 91A AVE,1,NA 144TH ST / 91A AVE Surrey
20004,a,b,c,d,V3W,-122.8233416,49.1240194,NA 144TH ST / HYLAND RD,1,NA 144TH ST / HYLAND RD Surrey
20005,a,b,c,d,V3R,-122.8170847,49.2125216,NA 14500 ST ANDREWS DR,1,NA 14500 ST ANDREWS DR Surrey
20006,a,b,c,d,V3X,-122.820031,49.11464,NA 145A ST / 61A AVE,1,NA 145A ST / 61A AVE Surrey
20007,a,b,c,d,V3S,-122.819471,49.143847,NA 145A ST / 78TH AVE,1,NA 145A ST / 78TH AVE Surrey
20008,a,b,c,d,V3X,-122.818642,49.1144602,NA 145B ST / 61ST AVE,1,NA 145B ST / 61ST AVE Surrey
20009,a,b,c,d,V3S,-122.8185378,49.125099,NA 145B ST / 67A AVE,1,NA 145B ST / 67A AVE Surrey
20010,a,b,c,d,V3X,-122.8204919,49.1145833,NA 145TH ST / 61A AVE,1,NA 145TH ST / 61A AVE Surrey
20011,a,b,c,d,90210,-118.4067259,34.0683674,NA 14600 ST ANDREWS DR,1,NA 14600 ST ANDREWS DR Surrey
20012,a,b,c,d,V3S,-122.8163868,49.1597286,NA 146A ST / 83RD AVE,1,NA 146A ST / 83RD AVE Surrey
20013,a,b,c,d,V4A,-122.8176544,49.0456887,NA 146TH ST / 24TH AVE,1,NA 146TH ST / 24TH AVE Surrey
20014,a,b,c,d,V3X,-122.8177541,49.1128188,NA 146TH ST / 60A AVE,1,NA 146TH ST / 60A AVE Surrey
20015,a,b,c,d,V3S,-122.817921,49.1361756,NA 146TH ST / 73A AVE,1,NA 146TH ST / 73A AVE Surrey
20016,a,b,c,d,V3S,-122.817801,49.13722,NA 146TH ST / 74TH AVE,1,NA 146TH ST / 74TH AVE Surrey
20017,a,b,c,d,V3S,-122.8173259,49.1416732,NA 146TH ST / 76A AVE,1,NA 146TH ST / 76A AVE Surrey
20018,a,b,c,d,V3S,-122.8174133,49.1423119,NA 146TH ST / 76B AVE,1,NA 146TH ST / 76B AVE Surrey
20019,a,b,c,d,V3W,-122.8233973,49.1530982,NA 146TH ST / 82A AVE,1,NA 146TH ST / 82A AVE Surrey
20020,a,b,c,d,V3R,-122.8179033,49.1655507,NA 146TH ST / 89A AVE,1,NA 146TH ST / 89A AVE Surrey
20021,a,b,c,d,V3S,-122.814104,49.145887,NA 147A ST / 79TH AVE,1,NA 147A ST / 79TH AVE Surrey
20022,a,b,c,d,V4P,-122.8141884,49.0601707,NA 147TH ST / 32ND AVE,1,NA 147TH ST / 32ND AVE Surrey
20023,a,b,c,d,V3S,-122.8149896,49.1109177,NA 147TH ST / 59A AVE,1,NA 147TH ST / 59A AVE Surrey
20024,a,b,c,d,V3S,-122.815231,49.141691,NA 147TH ST / 76A AVE,1,NA 147TH ST / 76A AVE Surrey
20025,a,b,c,d,V3S,-122.8148121,49.1555307,NA 147TH ST / 84TH AVE,1,NA 147TH ST / 84TH AVE Surrey
20026,a,b,c,d,V4P,-122.810483,49.061813,NA 148A ST / 33RD AVE,1,NA 148A ST / 33RD AVE Surrey
20027,a,b,c,d,V3S,-122.8110291,49.1316323,NA 148A ST / 70B AVE,1,NA 148A ST / 70B AVE Surrey
20028,a,b,c,d,V3R,-122.810727,49.174883,NA 148A ST / 95TH AVE,1,NA 148A ST / 95TH AVE Surrey
20029,a,b,c,d,V3R,-122.8118433,49.205269,NA 148A ST / BLACKBIRD CRES,1,NA 148A ST / BLACKBIRD CRES Surrey
20030,a,b,c,d,V3S,-122.810924,49.1555234,NA 148B ST / 84TH AVE,1,NA 148B ST / 84TH AVE Surrey
20031,a,b,c,d,11419,-73.8344045,40.687576,NA 148TH ST / 101ST AVE,1,NA 148TH ST / 101ST AVE Surrey
20032,a,b,c,d,V3R,-122.812439,49.193084,NA 148TH ST / 105TH AVE,1,NA 148TH ST / 105TH AVE Surrey
20033,a,b,c,d,V3R,-122.81246,49.196017,NA 148TH ST / 106A AVE,1,NA 148TH ST / 106A AVE Surrey
20034,a,b,c,d,V3R,-122.812566,49.2014385,NA 148TH ST / 109A AVE,1,NA 148TH ST / 109A AVE Surrey
20035,a,b,c,d,V4A,-122.8122082,49.0312011,NA 148TH ST / 16TH AVE,1,NA 148TH ST / 16TH AVE Surrey
20036,a,b,c,d,V4P,-122.8123327,49.0529278,NA 148TH ST / 28TH AVE,1,NA 148TH ST / 28TH AVE Surrey
20037,a,b,c,d,V3S,-122.8122681,49.1064753,NA 148TH ST / 57TH AVE,1,NA 148TH ST / 57TH AVE Surrey
20038,a,b,c,d,V3X,-122.8122448,49.1118058,NA 148TH ST / 60TH AVE,1,NA 148TH ST / 60TH AVE Surrey
20039,a,b,c,d,V3X,-122.812228,49.113696,NA 148TH ST / 61ST AVE,1,NA 148TH ST / 61ST AVE Surrey
20040,a,b,c,d,V3S,-122.8122283,49.1235689,NA 148TH ST / 66A AVE,1,NA 148TH ST / 66A AVE Surrey
20041,a,b,c,d,V3S,-122.812202,49.126387,NA 148TH ST / 68TH AVE,1,NA 148TH ST / 68TH AVE Surrey
20042,a,b,c,d,V3S,-122.812162,49.132981,NA 148TH ST / 71A AVE,1,NA 148TH ST / 71A AVE Surrey
20043,a,b,c,d,V3S,-122.812206,49.135535,NA 148TH ST / 73RD AVE,1,NA 148TH ST / 73RD AVE Surrey
20044,a,b,c,d,V3S,-122.8122351,49.1385557,NA 148TH ST / 74A AVE,1,NA 148TH ST / 74A AVE Surrey
20045,a,b,c,d,V3R,-122.8123311,49.1689964,NA 148TH ST / 91A AVE,1,NA 148TH ST / 91A AVE Surrey
20046,a,b,c,d,V4P,-122.8104282,49.054189,NA 148TH ST / VICTORY MEMORIAL PK,1,NA 148TH ST / VICTORY MEMORIAL PK Surrey
20047,a,b,c,d,V3R,-122.807901,49.172583,NA 149A ST / 94TH AVE,1,NA 149A ST / 94TH AVE Surrey
20048,a,b,c,d,V3R,-122.809245,49.188895,NA 149TH ST / 102A AVE,1,NA 149TH ST / 102A AVE Surrey
20049,a,b,c,d,V3S,-122.809354,49.128337,NA 149TH ST / 69TH AVE,1,NA 149TH ST / 69TH AVE Surrey
20050,a,b,c,d,10455,-73.9148828,40.8149146,NA 149TH ST / 76A AVE,1,NA 149TH ST / 76A AVE Surrey
20051,a,b,c,d,V3S,-122.8071147,49.1514972,NA 149TH ST / 81B AVE,1,NA 149TH ST / 81B AVE Surrey
20052,a,b,c,d,V3R,-122.809432,49.1725139,NA 149TH ST / 93A AVE,1,NA 149TH ST / 93A AVE Surrey
20053,a,b,c,d,V4A,-122.7792042,49.0274472,NA 14TH AVE / 160TH ST,1,NA 14TH AVE / 160TH ST Surrey
20054,a,b,c,d,V3S,-122.805255,49.125531,NA 150A ST / 67TH AVE,1,NA 150A ST / 67TH AVE Surrey
20055,a,b,c,d,V3S,-122.806089,49.141962,NA 150A ST / 76A AVE,1,NA 150A ST / 76A AVE Surrey
20056,a,b,c,d,V3T,-122.8490125,49.1913466,NA 150TH ST / 20TH AVE,1,NA 150TH ST / 20TH AVE Surrey
20057,a,b,c,d,V3S,-122.8068892,49.1077853,NA 150TH ST / 58TH AVE,1,NA 150TH ST / 58TH AVE Surrey
20058,a,b,c,d,,NA,NA,NA 150TH ST / 60TH AVE,1,NA 150TH ST / 60TH AVE Surrey
20059,a,b,c,d,V3S,-122.806604,49.125509,NA 150TH ST / 67A AVE,1,NA 150TH ST / 67A AVE Surrey
20060,a,b,c,d,V3R,-122.8064124,49.190062,NA 150TH ST / 68A AVE,1,NA 150TH ST / 68A AVE Surrey
20061,a,b,c,d,V3S,-122.8065751,49.1291823,NA 150TH ST / 69A AVE,1,NA 150TH ST / 69A AVE Surrey
20062,a,b,c,d,V3R,-122.80694,49.162898,NA 150TH ST / 88TH AVE,1,NA 150TH ST / 88TH AVE Surrey
20063,a,b,c,d,V4A,-122.8022845,49.0383795,NA 151A ST / 20TH AVE,1,NA 151A ST / 20TH AVE Surrey
20064,a,b,c,d,V3S,-122.802861,49.1092626,NA 151A ST / 58A AVE,1,NA 151A ST / 58A AVE Surrey
20065,a,b,c,d,V3S,-122.8024808,49.1309823,NA 151A ST / 70A AVE,1,NA 151A ST / 70A AVE Surrey
20066,a,b,c,d,V3S,-122.803267,49.125556,NA 151ST ST / 67A AVE,1,NA 151ST ST / 67A AVE Surrey
20067,a,b,c,d,V3S,-122.8037132,49.1309854,NA 151ST ST / 70A AVE,1,NA 151ST ST / 70A AVE Surrey
20068,a,b,c,d,V3S,-122.804139,49.150926,NA 151ST ST / 81A AVE,1,NA 151ST ST / 81A AVE Surrey
20069,a,b,c,d,V3S,-122.8041194,49.1555353,NA 151ST ST / 84TH AVE,1,NA 151ST ST / 84TH AVE Surrey
20070,a,b,c,d,V3R,-122.804214,49.163767,NA 151ST ST / 88A AVE,1,NA 151ST ST / 88A AVE Surrey
20071,a,b,c,d,V3R,-122.8041292,49.1768373,NA 151ST ST / 96TH AVE,1,NA 151ST ST / 96TH AVE Surrey
20072,a,b,c,d,V3R,-122.804004,49.180492,NA 151ST ST / 98TH AVE,1,NA 151ST ST / 98TH AVE Surrey
20073,a,b,c,d,V4A,-122.7998618,49.0374752,NA 152A ST / 19A AVE,1,NA 152A ST / 19A AVE Surrey
20074,a,b,c,d,V3S,-122.799747,49.1244369,NA 152A ST / 67TH AVE,1,NA 152A ST / 67TH AVE Surrey
20075,a,b,c,d,V3R,-122.7998067,49.1767946,NA 152A ST / 96TH AVE,1,NA 152A ST / 96TH AVE Surrey
20076,a,b,c,d,V3R,-122.799491,49.179408,NA 152B ST / 97A AVE,1,NA 152B ST / 97A AVE Surrey
20077,a,b,c,d,V3S,-122.8010647,49.1196779,NA 152ND ST / 18TH AVE,1,NA 152ND ST / 18TH AVE Surrey
20078,a,b,c,d,V4A,-122.8013032,49.0365639,NA 152ND ST / 19TH AVE,1,NA 152ND ST / 19TH AVE Surrey
20079,a,b,c,d,V4A,-122.8012201,49.0420138,NA 152ND ST / 22ND AVE,1,NA 152ND ST / 22ND AVE Surrey
20080,a,b,c,d,V4P,-122.8013245,49.0528544,NA 152ND ST / 28TH AVE,1,NA 152ND ST / 28TH AVE Surrey
20081,a,b,c,d,V3Z,-122.8011498,49.089815,NA 152ND ST / 48TH AVE,1,NA 152ND ST / 48TH AVE Surrey
20082,a,b,c,d,V3S,-122.800927,49.1084539,NA 152ND ST / 58A AVE,1,NA 152ND ST / 58A AVE Surrey
20083,a,b,c,d,V3S,-122.8010487,49.1117315,NA 152ND ST / 60TH AVE,1,NA 152ND ST / 60TH AVE Surrey
20084,a,b,c,d,V3S,-122.8009082,49.1145552,NA 152ND ST / 62ND AVE,1,NA 152ND ST / 62ND AVE Surrey
20085,a,b,c,d,V3S,-122.8009547,49.1225766,NA 152ND ST / 66TH AVE,1,NA 152ND ST / 66TH AVE Surrey
20086,a,b,c,d,V3R,-122.8011352,49.1718679,NA 152ND ST / 93RD AVE,1,NA 152ND ST / 93RD AVE Surrey
20087,a,b,c,d,V3S,-122.8010894,49.1186992,NA 152ND ST / HYLAND RD,1,NA 152ND ST / HYLAND RD Surrey
20088,a,b,c,d,V3S,-122.8010647,49.1196779,NA 152ND ST OFRP / TRANS CANADA HWY,1,NA 152ND ST OFRP / TRANS CANADA HWY Surrey
20089,a,b,c,d,V4A,-122.7970467,49.0455532,NA 153A ST / 24TH AVE,1,NA 153A ST / 24TH AVE Surrey
20090,a,b,c,d,V3Z,-122.7970174,49.1043336,NA 153A ST / 56TH AVE,1,NA 153A ST / 56TH AVE Surrey
20091,a,b,c,d,V3R,-122.79818,49.184244,NA 153RD ST / 100TH AVE,1,NA 153RD ST / 100TH AVE Surrey
20092,a,b,c,d,V3R,-122.798102,49.1933269,NA 153RD ST / 105TH AVE,1,NA 153RD ST / 105TH AVE Surrey
20093,a,b,c,d,V3S,-122.7984541,49.1519019,NA 153RD ST / 82ND AVE,1,NA 153RD ST / 82ND AVE Surrey
20094,a,b,c,d,V3S,-122.795106,49.155521,NA 154A ST / 84TH AVE,1,NA 154A ST / 84TH AVE Surrey
20095,a,b,c,d,V3R,-122.794147,49.172117,NA 154A ST / 93RD AVE,1,NA 154A ST / 93RD AVE Surrey
20096,a,b,c,d,V3R,-122.795316,49.193357,NA 154TH ST / 105TH AVE,1,NA 154TH ST / 105TH AVE Surrey
20097,a,b,c,d,V4A,-122.795693,49.032931,NA 154TH ST / 17TH AVE,1,NA 154TH ST / 17TH AVE Surrey
20098,a,b,c,d,V3S,-122.796298,49.157125,NA 154TH ST / 85TH AVE,1,NA 154TH ST / 85TH AVE Surrey
20099,a,b,c,d,V3R,-122.795747,49.169185,NA 154TH ST / 91A AVE,1,NA 154TH ST / 91A AVE Surrey
20100,a,b,c,d,V3R,-122.795405,49.180664,NA 154TH ST / 98TH AVE,1,NA 154TH ST / 98TH AVE Surrey
20101,a,b,c,d,V3R,-122.7957187,49.1956569,NA 154TH ST / GUILDFORD DR,1,NA 154TH ST / GUILDFORD DR Surrey
20102,a,b,c,d,V3S,-122.7914375,49.1470324,NA 155A ST / 79A AVE,1,NA 155A ST / 79A AVE Surrey
20103,a,b,c,d,V4A,-122.79269,49.036548,NA 155TH ST / 19TH AVE,1,NA 155TH ST / 19TH AVE Surrey
20104,a,b,c,d,V3Z,-122.7902228,49.0601525,NA 156A ST / 32ND AVE,1,NA 156A ST / 32ND AVE Surrey
20105,a,b,c,d,V3Z,-122.7892231,49.062656,NA 156A ST / 33A AVE,1,NA 156A ST / 33A AVE Surrey
20106,a,b,c,d,V4N,-122.7885112,49.1508048,NA 156A ST / 81A AVE,1,NA 156A ST / 81A AVE Surrey
20107,a,b,c,d,V4N,-122.78866,49.162796,NA 156A ST / 88TH AVE,1,NA 156A ST / 88TH AVE Surrey
20108,a,b,c,d,V4N,-122.789745,49.200679,NA 156TH ST / 109TH AVE,1,NA 156TH ST / 109TH AVE Surrey
20109,a,b,c,d,V4N,-122.789815,49.206121,NA 156TH ST / 112TH AVE,1,NA 156TH ST / 112TH AVE Surrey
20110,a,b,c,d,V4P,-122.7903,49.0492358,NA 156TH ST / 26TH AVE,1,NA 156TH ST / 26TH AVE Surrey
20111,a,b,c,d,V3S,-122.7898934,49.1189865,NA 156TH ST / 64TH AVE,1,NA 156TH ST / 64TH AVE Surrey
20112,a,b,c,d,V4N,-122.7901349,49.1582544,NA 156TH ST / 85A AVE,1,NA 156TH ST / 85A AVE Surrey
20113,a,b,c,d,V3R,-122.790046,49.1768423,NA 156TH ST / 96TH AVE,1,NA 156TH ST / 96TH AVE Surrey
20114,a,b,c,d,V3R,-122.789886,49.180695,NA 156TH ST / 98TH AVE,1,NA 156TH ST / 98TH AVE Surrey
20115,a,b,c,d,V4N,-122.785843,49.17326,NA 157TH ST / 93A AVE,1,NA 157TH ST / 93A AVE Surrey
20116,a,b,c,d,V4N,-122.787113,49.18063,NA 157TH ST / 98TH AVE,1,NA 157TH ST / 98TH AVE Surrey
20117,a,b,c,d,V4N,-122.787061,49.18344,NA 157TH ST / 99A AVE,1,NA 157TH ST / 99A AVE Surrey
20118,a,b,c,d,V4N,-122.7838846,49.1911178,NA 158TH ST / 104TH AVE,1,NA 158TH ST / 104TH AVE Surrey
20119,a,b,c,d,V3R,-122.8124861,49.1987331,NA 158TH ST / 108TH AVE,1,NA 158TH ST / 108TH AVE Surrey
20120,a,b,c,d,V4N,-122.7844451,49.1482452,NA 158TH ST / 80TH AVE,1,NA 158TH ST / 80TH AVE Surrey
20121,a,b,c,d,V4N,-122.78445,49.155425,NA 158TH ST / 84TH AVE,1,NA 158TH ST / 84TH AVE Surrey
20122,a,b,c,d,V4N,-122.784523,49.164686,NA 158TH ST / 89TH AVE,1,NA 158TH ST / 89TH AVE Surrey
20123,a,b,c,d,V4N,-122.780083,49.1825619,NA 159A ST / 99TH AVE,1,NA 159A ST / 99TH AVE Surrey
20124,a,b,c,d,V4N,-122.7815836,49.2024453,NA 159TH ST / 110TH AVE,1,NA 159TH ST / 110TH AVE Surrey
20125,a,b,c,d,V4N,-122.7812023,49.1555087,NA 159TH ST / 84TH AVE,1,NA 159TH ST / 84TH AVE Surrey
20126,a,b,c,d,V4N,-122.7820182,49.1627617,NA 159TH ST / 88TH AVE,1,NA 159TH ST / 88TH AVE Surrey
20127,a,b,c,d,V4N,-122.7795685,49.1985447,NA 160TH ST / 108TH AVE,1,NA 160TH ST / 108TH AVE Surrey
20128,a,b,c,d,V3Z,-122.7786444,49.1308258,NA 160TH ST / 13TH AVE,1,NA 160TH ST / 13TH AVE Surrey
20129,a,b,c,d,V3Z,-122.7791737,49.0697329,NA 160TH ST / 37A AVE,1,NA 160TH ST / 37A AVE Surrey
20130,a,b,c,d,V4N,-122.7789258,49.1682856,NA 160TH ST / 91ST AVE,1,NA 160TH ST / 91ST AVE Surrey
20131,a,b,c,d,V4N,-122.7787922,49.1700919,NA 160TH ST / 92ND AVE,1,NA 160TH ST / 92ND AVE Surrey
20132,a,b,c,d,V4N,-122.778865,49.172909,NA 160TH ST / 93A AVE,1,NA 160TH ST / 93A AVE Surrey
20133,a,b,c,d,V4N,-122.7787949,49.1806253,NA 160TH ST / 98TH AVE,1,NA 160TH ST / 98TH AVE Surrey
20134,a,b,c,d,V3Z,-122.7786444,49.1308258,NA 160TH ST / COLEBROOK RD,1,NA 160TH ST / COLEBROOK RD Surrey
20135,a,b,c,d,V3Z,-122.779281,49.0434374,NA 160TH ST / CROYDON DR,1,NA 160TH ST / CROYDON DR Surrey
20136,a,b,c,d,V4A,-122.7791963,49.0326625,NA 160TH ST / LILAC DR,1,NA 160TH ST / LILAC DR Surrey
20137,a,b,c,d,V4N,-122.7869549,49.1999412,NA 161A ST / 108A AVE,1,NA 161A ST / 108A AVE Surrey
20138,a,b,c,d,V3Z,-122.7752127,49.0456309,NA 161A ST / 24TH AVE,1,NA 161A ST / 24TH AVE Surrey
20139,a,b,c,d,V3Z,-122.774893,49.0478035,NA 161A ST / 25TH AVE,1,NA 161A ST / 25TH AVE Surrey
20140,a,b,c,d,V4N,-122.775596,49.189337,NA 161ST ST / 103RD AVE,1,NA 161ST ST / 103RD AVE Surrey
20141,a,b,c,d,V4N,-122.7759937,49.1536932,NA 161ST ST / 83RD AVE,1,NA 161ST ST / 83RD AVE Surrey
20142,a,b,c,d,V4N,-122.776095,49.1750772,NA 161ST ST / 95TH AVE,1,NA 161ST ST / 95TH AVE Surrey
20143,a,b,c,d,V4N,-122.7761027,49.1768652,NA 161ST ST / 96TH AVE,1,NA 161ST ST / 96TH AVE Surrey
20144,a,b,c,d,V3Z,-122.6897512,49.041503,NA 162A ST / 80TH AVE,1,NA 162A ST / 80TH AVE Surrey
20145,a,b,c,d,V4N,-122.7719443,49.1536318,NA 162A ST / 83RD AVE,1,NA 162A ST / 83RD AVE Surrey
20146,a,b,c,d,V4N,-122.7719336,49.1782018,NA 162A ST / 96B AVE,1,NA 162A ST / 96B AVE Surrey
20147,a,b,c,d,V4N,-122.7720304,49.1769764,NA 162A ST / 96TH AVE,1,NA 162A ST / 96TH AVE Surrey
20148,a,b,c,d,V3Z,-122.7733426,49.0516012,NA 162ND ST / 27A AVE,1,NA 162ND ST / 27A AVE Surrey
20149,a,b,c,d,V4N,-122.773188,49.170104,NA 162ND ST / 92ND AVE,1,NA 162ND ST / 92ND AVE Surrey
